lat,lon
37.5859403,127.0313497
37.5858549,127.0310519
37.5859022,127.0314306
37.5859022,127.0314306
37.5856858,127.0316315
37.5856858,127.0316315
37.5856381,127.0317476
37.5853748,127.0312902
37.5855032,127.0313395
37.585665,127.0314008
37.5857988,127.0311364
37.5855142,127.0305932
37.5852257,127.0310215
37.5849728,127.0312762
37.5838512,127.0289878
37.5839534,127.0290351
37.5843651,127.0292506
37.5845569,127.0290182
37.585416,127.0314742
37.5851091,127.0289963
37.5851091,127.0289963
37.58553273,127.0285629
37.5874013,127.024293
37.5870558,127.025012
37.5858838,127.02865
37.5858487,127.028758
37.5871401,127.024084
37.58591,127.0284357
37.5859308,127.0283392
37.5859693,127.028093
37.5859662,127.0286942
37.5879394,127.025734
37.5867842,127.024356
37.5865847,127.0308228
37.5858838,127.02865
37.5851611,127.02187
37.5872785,127.021616
37.5865997,127.0297956
37.5866862,127.0297956
37.58692713,127.029922
37.587082,127.0300509
37.5870743,127.0296581
37.5870743,127.0296581
37.5873085,127.0296562
37.5873401,127.0301042
37.5875134,127.0300272
37.5875134,127.0300272
37.5874546,127.0296713
37.5877596,127.0296107
37.5877616,127.0300738
37.5877347,127.0303051
37.5879527,127.029863
37.587693,127.028853
37.588119,127.0302514
37.5880787,127.0298466
37.5882362,127.0301514
37.5883308,127.029609
37.5887345,127.0298324
37.5885947,127.0300381
37.58843,127.0301682
37.58896693,127.0300904
37.584429,127.0290165
37.5887449,127.0294564
37.5889934,127.0295403
37.5818063,127.02326
37.5892716,127.0296171
37.5893122,127.0297332
37.5895715,127.0297151
37.5891921,127.030139
37.5896189,127.0298934
37.5895663,127.0301727
37.58963363,127.0302537
37.5897408,127.0300266
37.5908533,127.030875
37.5901839,127.030219
37.5901839,127.030219
37.5897708,127.0297329
37.5896916,127.0297475
37.5896992,127.0295708
37.5836693,127.023871
37.5834932,127.024039
37.5813814,127.023311
37.5901049,127.0293832
37.5814008,127.023803
37.590195,127.029604
37.5903004,127.0291599
37.5904557,127.028764
37.5898188,127.028994
37.5898188,127.028994
37.5900362,127.0286957
37.5900362,127.0286957
37.5901673,127.0285366
37.5902781,127.0285306
37.5888313,127.0290035
37.5848276,127.0234962
37.5888393,127.0283263
37.5853217,127.0303081
37.5833305,127.028456
37.5895179,127.0276867
37.5900362,127.0286957
37.5897216,127.0275811
37.5899854,127.0275674
37.5896459,127.0275832
37.5898174,127.0275164
37.5898174,127.0275164
37.5859302,127.029799
37.5890641,127.0277289
37.5888935,127.0279066
37.5888935,127.0279066
37.5887924,127.0278853
37.5887057,127.0278581
37.5886919,127.021719
37.5852683,127.030713
37.5878443,127.0300535
37.5881568,127.0288288
37.5878379,127.0288363
37.5872889,127.028694
37.5874416,127.0288585
37.5870725,127.0288972
37.5868036,127.0287366
37.5865889,127.0289296
37.586424,127.029028
37.588347,127.0290505
37.5857535,127.0302255
37.5897708,127.0297329
37.5843651,127.0292506
37.5876281,127.0214374
37.5851091,127.028996
37.5858487,127.0289535
37.5857263,127.0217929
37.5859662,127.028694
37.5828879,127.0243956
37.58499684,127.0235629
37.5865997,127.0221196
37.5866071,127.0224019
37.5865979,127.0226952
37.5866656,127.0229385
37.5844108,127.022451
37.58669,127.023267
37.5835896,127.0237151
37.588499,127.0287983
37.5876094,127.0302988
37.5845103,127.0231448
37.5886402,127.0295325
37.5848677,127.0290074
37.5839615,127.0231441
37.5888491,127.020365
37.5840288,127.0228885
37.5837695,127.0232338
37.5850259,127.0300538
37.581394,127.0266863
37.581394,127.0266863
37.588499,127.0287983
37.5826472,127.0281984
37.5832198,127.0289122
37.5834429,127.0289716
37.5847223,127.0227401
37.589025,127.0282333
37.5827683,127.0286792
37.588863,127.019973
37.5887345,127.0298324
37.5875025,127.021062
37.5844108,127.022451
37.5838075,127.0223898
37.5881063,127.0223868
37.5887485,127.0287985
37.588699,127.0199718
37.5839373,127.0285009
37.5856696,127.0303229
37.5853838,127.0202655
37.5858487,127.028758
37.5887345,127.0298324
37.5814932,127.0263016
37.5853838,127.022389
37.587115,127.021383
37.5836102,127.0240239
37.5821152,127.0238917
37.5870681,127.0245347
37.5891672,127.0204672
37.5891672,127.020467
37.5844515,127.021922
